type,title,duration,director,cast,genre,country,year_range,ratings,description
Movie,Living in Bondage: Breaking Free,149,Ramsey Nouah,Swanky JKA,thrillers,Nigeria,2015-2020,4.925,"In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime."
Movie,Lizzie Borden Took an Ax,87,Nick Gomez,Christina Ricci,thrillers,United States,2010-2015,6.775,"Sick of keeping their love a secret from their constantly bickering mothers, a young couple seeks to uncover the cause of the women’s longstanding war."
Movie,Lo and Behold: Reveries of the Connected World,98,Werner Herzog,Werner Herzog,documentary,United States,2015-2020,5.5,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life – and love – on the inside."
Movie,Lo más sencillo es complicarlo todo,94,Rene Bueno,Danna Paola,romantic,Mexico,2015-2020,3.8,Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.
Movie,Lock,90,Smeep Kang,Gippy Grewal,commedies,India,2015-2020,6.2,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.
Movie,"Lock, Stock and Two Smoking Barrels",108,Guy Ritchie,Jason Flemyng,commedies,United Kingdom,1995-2000,5.8,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials."
Movie,Locke,85,Steven Knight,Tom Hardy,commedies,United Kingdom,2010-2015,7.1,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it."
Movie,Locked on You,105,Kıvanç Baruönü,Ata Demirer,dramas,Turkey,2015-2020,6.2,"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show."
Movie,Lockout,95,"James Mather, Steve Saint Leger",Guy Pearce,fantasy,France,2010-2015,6.1,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
Movie,Loco Love,103,"Fernando Sariñana, José Luis Gutiérrez",Evan Deverian,fantasy,Mexico,2015-2020,4.3,"A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
Movie,Loev,89,Sudhanshu Saria,Shiv Pandit,romantic,India,2010-2015,5.8,"Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today."
Movie,Logan's Run,118,Michael Anderson,Michael York,cult,United States,1970-1980,6.8,"When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
Movie,Lola Igna,114,Eduardo Roy Jr.,Angie Ferro,cult,Philippines,2015-2020,5.65,"Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her."
Movie,Lolita,153,Stanley Kubrick,James Mason,dramas,United Kingdom,1960-1970,7.6,"Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production."
Movie,Lommbock,106,Christian Zübert,Lucas Gregorowicz,dramas,Germany,2015-2020,6.8,"Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss."
Movie,London Heist,96,Mark McQueen,Craig Fairbrass,action,United Kingdom,2015-2020,6.95,"A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption."
Movie,London Hughes: To Catch a D*ck,68,Kristian Mercado,London Hughes,standup,United States,2015-2020,7.6,"America's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter."
TV Show,London Spy,1,Jakob Verbruggen,Ben Whishaw,action,United Kingdom,2010-2015,6.450000000000001,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country."
Movie,Long Time Running,96,"Jennifer Baichwal, Nicholas de Pencier",Gord Downie,musical,Canada,2015-2020,7.8,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
Movie,Look for a Star,117,Andrew Lau Wai-Keung,Andy Lau,romantic,Hong Kong,2005-2010,5.6,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer."
Movie,"Look Out, Officer",88,Sze Yu Lau,Stephen Chow,commedies,Hong Kong,1980-1990,5.9,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.
Movie,Look Who's Back,116,David Wnendt,Oliver Masucci,commedies,Germany,2010-2015,5.75,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.
Movie,Lorai: Play to Live,155,Parambrata Chatterjee,Prasenjit Chatterjee,sport,India,2010-2015,7.3,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special."
Movie,"Lorena, Light-Footed Woman",28,Juan Carlos Rulfo,Lorena Ramírez,sport,Mexico,2015-2020,7.1,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.
Movie,Los Herederos,71,Jorge Hernandez Aldana,Máximo Hollander,commedies,Mexico,2010-2015,5.7,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.
Movie,Los Tigres del Norte at Folsom Prison,64,Tom Donahue,Los Tigres del Norte,musical,United States,2015-2020,6.9,"After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await."
Movie,Lost Bullet,93,Guillaume Pierret,Alban Lenoir,dramas,France,2015-2020,6.1000000000000005,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
Movie,Lost Girls,95,Liz Garbus,Amy Ryan,dramas,United States,2015-2020,6.1,"Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
Movie,Lost in London,86,Sunkanmi Adebayo,Ime Bishop Umoh,dramas,Nigeria,2015-2020,4.9,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more."
Movie,Louis C.K.: Hilarious,84,Louis C.K.,Louis C.K.,musical,United States,2005-2010,8.5,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
Movie,Louis C.K.: Live at the Comedy Store,66,Louis C.K.,Louis C.K.,musical,United States,2010-2015,7.9,"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts."
TV Show,Love,3,"Kabir Bhatia, Titien Wattimena",Gillian Jacobs,dramas,United States,2015-2020,6.5,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
Movie,Love Aaj Kal,140,Imtiaz Ali,Kartik Aaryan,romantic,India,2015-2020,5.0,Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.
Movie,Love and Shukla,110,Jatla Siddartha,Saharsh Kumar Shukla,dramas,India,2015-2020,7.3,"Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition."
Movie,Love Beats Rhymes,106,RZA,Azealia Banks,romantic,United States,2015-2020,5.3,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career."
Movie,Love Dot Com: The Social Experiment,98,Charneice Fox,Brave Williams,romantic,United States,2015-2020,4.3,"Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour."
Movie,Love for Sale,101,Andibachtiar Yusuf,Gading Marten,romantic,Indonesia,2015-2020,7.5,"Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special."
Movie,Love for Sale 2,96,Andibachtiar Yusuf,Della Dartyan,romantic,Indonesia,2015-2020,6.9,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control."
Movie,Love In A Puff,103,Pang Ho-cheung,Miriam Chin Wah Yeung,dramas,Hong Kong,2005-2010,7.2,"Between scenes from an excruciating date, Jim Jefferies digs into generational differences, his own bad habits and the shifting boundaries in comedy."
Movie,Love Is a Story,105,Cristina Jacob,Raluca Aprodu,romantic,Romania,2010-2015,6.1,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
Movie,Love Is Blind,93,"Andy Delaney, Monty Whitebloom",Shannon Tarbet,romantic,United States,2015-2020,5.0,"In this unrestricted jaunt through a gleefully filthy mind, comic Jim Norton offers a personal perspective on romance, desire and sexual proclivities."
Movie,Love Is War,111,Omoni Oboli,Omoni Oboli,dramas,Nigeria,2015-2020,7.2,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.
Movie,Love Jacked,94,Alfons Adetuyi,Amber Stevens West,romantic,Canada,2015-2020,5.8,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.
Movie,Love Jones,109,Theodore Witcher,Larenz Tate,dramas,United States,1995-2000,7.9,"When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them."
Movie,Love Like the Falling Rain,87,Lasja Fauzia Susatyo,Jefri Nichol,romantic,Indonesia,2015-2020,7.75,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar."
Movie,Love Ni Bhavai,163,Saandeep Patel,Malhar Thakar,romantic,India,2015-2020,8.4,"In a magical wonderland, merry children and their furry friends explore their unique hobbies while making eye-opening discoveries through adventures."
Movie,Love Off the Cuff,120,Pang Ho-cheung,Miriam Chin Wah Yeung,dramas,China,2015-2020,6.5,"After a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune."
Movie,Love on Delivery,93,Stephen Chow,Stephen Chow,commedies,Hong Kong,1990-1995,6.9,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies."
Movie,Love Per Square Foot,133,Anand Tiwari,Vicky Kaushal,romantic,India,2015-2020,7.2,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
Movie,Love Shot,77,Steven Fine,Dakota Loesch,thrillers,United States,2015-2020,7.7,"On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy – before it's too late."
Movie,Love Station,97,Ahmad Samir Farag,Menna Shalaby,romantic,Egypt,2010-2015,5.5,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne."
Movie,Love Wedding Repeat,101,Dean Craig,Sam Claflin,romantic,United Kingdom,2015-2020,5.5,"Comedian and celebrity impersonator Joaquín Reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more."
Movie,Love You to the Stars and Back,111,Antoinette Jadaone,Julia Barretto,romantic,Philippines,2015-2020,7.9,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love."
Movie,Love You... Love You Not,115,Sridhar Jetty,Chelsea Islan,romantic,Indonesia,2010-2015,5.3,"From his star turn at Woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer Joe Cocker."
Movie,"Love, Guaranteed",91,Mark Steven Johnson,Rachael Leigh Cook,romantic,United States,2015-2020,6.35,Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.
Movie,"Love, Rosie",103,Christian Ditter,Lily Collins,romantic,Germany,2010-2015,6.35,"Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”"
Movie,"Love, Surreal and Odd",95,Yılmaz Erdoğan,Aylin Kontante,romantic,Turkey,2015-2020,5.7,"One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos."
Movie,Love.com,92,Anita Barbosa,Isis Valverde,romantic,Brazil,2015-2020,5.8,"A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud."
Movie,Lovesong,84,So Yong Kim,Jena Malone,romantic,United States,2015-2020,6.3,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son."
Movie,Loving,124,Jeff Nichols,Joel Edgerton,romantic,United Kingdom,2015-2020,6.275,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special."
Movie,Loving Annabelle,77,Katherine Brooks,Erin Kelly,romantic,United States,2005-2010,7.0,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
Movie,Loving is Losing,91,Fernando Ayllón,Ricardo Quevedo,romantic,Colombia,2015-2020,5.2,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom."
Movie,Loving You,79,Johnnie To,Lau Ching Wan,romantic,Hong Kong,1990-1995,6.5,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton."
Movie,"LSD: Love, Sex Aur Dhokha",112,Dibakar Banerjee,Anshuman Jha,romantic,India,2005-2010,7.1,"A rural electronics whiz broadcasts radio signals into space and monitors for signs of aliens, but makes a more important connection here on Earth."
Movie,Lu Over the Wall,113,Masaaki Yuasa,Kanon Tani,musical,Japan,2015-2020,6.8,Crafty 11-year-old Johnny Test and his genetically modified talking dog go on high-octane adventures to save his family (and the world) from disaster.
Movie,Lucas Brothers: On Drugs,50,Jay Chapman,Keith Lucas,standup,United States,2015-2020,5.5,Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.
Movie,Luccas Neto em: Acampamento de Férias 2,81,Lucas Margutti,Luccas Neto,commedies,Brazil,2015-2020,7.35,"Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out."
Movie,Luciano Mellera: Infantiloide,66,"Raúl Campos, Jan Suter",Luciano Mellera,standup,Argentina,2015-2020,8.6,"In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux."
Movie,Lucid Dream,102,Jun-seong Kim,Ko Soo,thrillers,South Korea,2015-2020,6.1,"During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float."
Movie,Luck by Chance,156,Zoya Akhtar,Farhan Akhtar,romantic,India,2005-2010,7.0,"Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down."
Movie,Lucky: No Time for Love,131,"Radhika Rao, Vinay Sapru",Salman Khan,romantic,India,2000-2005,4.7,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster."
Movie,Ludo,150,Anurag Basu,Abhishek Bachchan,dramas,India,2015-2020,2.8,"With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story."
Movie,Luka Chuppi,125,Laxman Utekar,Kartik Aaryan,romantic,India,2015-2020,6.3,This docuseries delves into the untold stories and unsung heroes that paved Nigeria's road to independence. Based on the books by host Olasupo Shasore.
Movie,Lupin the 3rd: The Castle of Cagliostro: Special Edition,100,Hayao Miyazaki,Yasuo Yamada,cult,Japan,1970-1980,7.7,"After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality."
Movie,Lupt,110,Prabhuraj,Javed Jaffrey,thrillers,India,2015-2020,7.0,"Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico."
Movie,Lusers,100,Ticoy Rodriguez,Carlos Alcántara,sport,Argentina,2010-2015,4.8,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana."
Movie,Lust Stories,121,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee",Vicky Kaushal,dramas,India,2015-2020,6.5,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1."
Movie,Luv Shuv Tey Chicken Khurana,129,Sameer Sharma,Kunal Kapoor,romantic,India,2010-2015,6.6,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more."
Movie,Lynne Koplitz: Hormonal Beast,51,Marcus Raboy,Lynne Koplitz,standup,United States,2015-2020,6.1,"Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience."
Movie,Ma Chu Ka,117,Jayan Vannery,Pasupathy,thrillers,India,2015-2020,6.2,"Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past."
Movie,Ma Rainey's Black Bottom,94,George C. Wolfe,Viola Davis,musical,United States,2015-2020,5.55,"Separated at birth, twins Raja and Prem couldn't be more different. But when fate puts them both in London, they start being mistaken for each other."
Movie,Maacher Jhol,107,Pratim D. Gupta,Ritwick Chakraborty,musical,India,2015-2020,7.0,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents."
Movie,Mac & Devin Go to High School,76,Dylan C. Brown,Snoop Dogg,commedies,United States,2010-2015,4.4,"In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook."
Movie,Macchli Jal Ki Rani Hai,118,Debaloy Dey,Swara Bhaskar,commedies,India,2010-2015,2.5,"Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!"
Movie,Machete Kills,108,Robert Rodriguez,Danny Trejo,action,United States,2010-2015,5.7,Adorable puppets stage their own musical under the watchful eye of mentor Julie Andrews in this original kids' series from the Jim Henson Company.
Movie,Macho,101,Antonio Serrano,Miguel Rodarte,action,Mexico,2015-2020,4.3,Paul Frank's fun artwork comes to life in this show that follows monkey Julius Jr. and his friends as they explore the world and help each other out.
Movie,Mad Max,93,George Miller,Mel Gibson,cult,Australia,1970-1980,6.1,"Despite their estranged families, Juman and Hisham fall in love and get married but their different outlooks on life soon threaten their relationship."
Movie,Mad Money,99,"Callie Khouri, Jesse V. Johnson",Diane Keaton,commedies,United States,2005-2010,5.625,"After a whirlwind romance, a couple rushes to say ""I do"" at the bride's family estate on Martha's Vineyard, where their relations meet — and clash."
Movie,Mad Ron's Prevues from Hell,84,Jim Monaco,Nick Pawlow,horror,United States,1980-1990,6.1,"When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems."
Movie,Mad World,102,Chun Wong,Shawn Yue,horror,Hong Kong,2015-2020,7.3,A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.
Movie,Madaari,134,Nishikant Kamat,Irrfan Khan,horror,India,2015-2020,7.9,Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.
Movie,Madagascar: Escape 2 Africa,91,"Eric Darnell, Tom McGrath",Ben Stiller,commedies,United States,2005-2010,6.6,"Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life."
Movie,Maddman: The Steve Madden Story,78,Ben Patterson,Steve Madden,documentary,United States,2015-2020,6.6,"Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for."
Movie,Made in China,128,Mikhil Musale,Rajkummar Rao,dramas,India,2015-2020,6.2,"Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
Movie,Madness in the Desert,141,Satyajit Bhatkal,Aamir Khan,dramas,India,2000-2005,8.6,An overconfident teen bets he can make a homely transfer student fall in love with him in 30 days — but the wager starts to play games with his heart.
Movie,Madras Café,128,Shoojit Sircar,John Abraham,thrillers,India,2010-2015,7.7,"When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up."
Movie,Madre,95,Aaron Burns,Daniela Ramírez,thrillers,Chile,2015-2020,5.6,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws."
Movie,Magic Snowflake,73,Luc Vinciguerra,Nathan Simony,kids,France,2010-2015,6.325,"In Justin's dreams, he and his imaginary friends Olive and Squidgy travel around the world learning about nature and other cultures."
Movie,Magnetic,110,Thierry Donard,Tom Barrer,documentary,France,2015-2020,6.5,"A young boy's imagination takes him throughout the world and history, where he learns life lessons and has tons of fun with two make-believe friends."
Movie,Magnificent,143,Vikas Bahl,Shahid Kapoor,romantic,India,2010-2015,3.6,"A widowed, single mom takes a job caring for a young girl with spina bifida, and the two discover they have more in common than they realized."
Movie,Magnolia,189,Paul Thomas Anderson,Jeremy Blackman,romantic,United States,1995-2000,7.9,"A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces."
Movie,Magnus,75,Benjamin Ree,Magnus Carlsen,documentary,Norway,2015-2020,6.0,"On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion."
Movie,Mahabharat,119,Amaan Khan,Amitabh Bachchan,dramas,India,2010-2015,8.8,"When they're not gorging themselves on sugary snacks, four aspiring high school musicians crank out catchy tunes as members of the Light Music Club."
Movie,Mahi NRI,134,Gaurav Bavdankar,Harrdy Sandhu,dramas,United Kingdom,2015-2020,6.3,"In the Silver Dimension, Liu Bei, Guan Yu and Zhang Fei plan to enroll in an elite academy as sworn brothers, but KO One visitors derail the plan."
Movie,Mahjong Heroes,92,Li Pei-Chuan,Patrick Tse,commedies,Hong Kong,1980-1990,5.4,A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.
Movie,Main aurr Mrs. Khanna,109,Prem Soni,Salman Khan,romantic,India,2005-2010,3.5,"Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation."
Movie,Main Hoon Na,171,Farah Khan,Shah Rukh Khan,dramas,India,2000-2005,7.0,"In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry."
Movie,"Main, Meri Patni Aur Woh",129,Chandan Arora,Rajpal Yadav,dramas,India,2000-2005,7.3,"Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one."
Movie,Maine Pyaar Kyun Kiya,137,David Dhawan,Salman Khan,musical,India,2000-2005,5.5,"When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."
Movie,Maine Pyar Kiya,192,Sooraj R. Barjatya,Salman Khan,musical,India,1980-1990,7.5,"Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge."
Movie,Making The Witcher,33,Nathan Wiley,Henry Cavill,documentary,United States,2015-2020,7.2,"In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family."
Movie,Maktub,106,Oded Raz,Guy Amir,commedies,Israel,2015-2020,7.5,"Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair."
Movie,Mala Kahich Problem Nahi,132,Sameer Vidwans,Gashmeer Mahajani,commedies,India,2015-2020,7.1,A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.
Movie,Malaal,133,Mangesh Hadawale,Meezaan Jaffrey,romantic,India,2015-2020,5.9,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family."
Movie,Malang,131,Mohit Suri,Anil Kapoor,romantic,India,2015-2020,6.5,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
Movie,Malena Pichot: Estupidez compleja,51,"Raúl Campos, Jan Suter",Malena Pichot,standup,Argentina,2015-2020,5.3,"While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste."
Movie,Malevolent,89,Olaf de Fleur,Florence Pugh,thrillers,United Kingdom,2015-2020,4.8,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems."
Movie,Malibu Rescue,70,Savage Steve Holland,Ricardo Hurtado,commedies,United States,2015-2020,4.7,A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.
Movie,Malibu Rescue: The Next Wave,71,Savage Steve Holland,Ricardo Hurtado,commedies,United States,2015-2020,6.000000000000001,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.
Movie,Malicious,91,Michael Winnick,Bojana Novakovic,horror,United States,2015-2020,5.0,"Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top."
Movie,Mallesham,131,Raj R,Jhansi,horror,India,2015-2020,8.5,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.
Movie,Mama's Boy,101,Amro Salah,Hesham Maged,horror,Egypt,2015-2020,5.9,"Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop."
Movie,Man of Tai Chi,105,Keanu Reeves,Keanu Reeves,dramas,United States,2010-2015,6.1,"After a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how."
TV Show,Man to Man,1,Chang-Min Lee,Hae-Jin Park,dramas,South Korea,2015-2020,6.6,"Surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis."
Movie,Man Up,88,Ben Palmer,Lake Bell,romantic,United Kingdom,2010-2015,7.9,A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
Movie,Mandi,155,Shyam Benegal,Shabana Azmi,commedies,India,1980-1990,7.6,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty."
Movie,Mandobasar Galpo,103,Tathagata Banerjee,Paoli Dam,romantic,India,2015-2020,6.0,"Despite doubts from fellow villagers who think he’s crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis."
Movie,Manglehorn,97,David Gordon Green,Al Pacino,romantic,United States,2010-2015,5.199999999999999,"With their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “Keeping Up With the Kandasamys.”"
Movie,Mango Dreams,92,John Upchurch,Ram Gopal Bajaj,romantic,United States,2015-2020,7.8,A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.
Movie,Manhattan Romance,98,Tom O'Brien,Tom O'Brien,romantic,United States,2010-2015,5.8,"A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer."
Movie,Manhunt,109,John Woo,Zhang Hanyu,romantic,China,2015-2020,5.2,Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.
Movie,Maniyarayile Ashokan,110,Shamzu Zayba,Jacob Gregory,romantic,India,2015-2020,5.4,The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.
Movie,Manje Bistre,136,Baljit Singh Deo,Gippy Grewal,dramas,India,2015-2020,6.6,"In Catholic 19th-century France, professor Léon Rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights."
Movie,MANK,133,David Fincher,Gary Oldman,dramas,United States,2015-2020,5.175,"After electrocution leaves a wealthy man brain-damaged, his money-hungry aunt and uncle try to con him by marrying him off to a fake relative."
Movie,Manmadhudu 2,152,Rahul Ravindran,Nagarjuna Akkineni,dramas,India,2015-2020,4.8,"Charismatic comedy pals Karol Modzelewski and Łukasz ""Lotek"" Lodkowski bring their mischievous brand of humor to Warsaw's Klub Hybrydy."
